Crop_Type,Soil_Type,Nitrogen_N,Phosphorus_P,Potassium_K,pH_Level,Temperature_C,Humidity_%,Soil_Moisture_%,Rainfall_mm,Fertilizer_Recommendation,Irrigation_Method,Water_Requirement_mm
Banana,Clay,150,52,207,5.9,18,50,80,153,Organic Compost / General,Drip,0.0
Jute,Clay,48,39,35,7.2,35,70,71,82,Organic Compost / General,Flood,0.0
Mungbean,Sandy Loam,0,45,8,6.1,29,74,56,237,MOP,Sprinkler,0.0
Chickpea,Loamy,4,44,90,5.9,33,75,74,27,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,3,39,16,7.2,17,56,40,212,Organic Compost / General,Sprinkler,0.0
Orange,Black,81,58,65,6.9,18,56,26,122,MOP,Drip,0.0
Maize,Sandy Loam,135,37,15,6.5,22,32,77,66,MOP,Furrow,0.0
Mungbean,Sandy Loam,0,48,36,7.1,26,69,33,181,Organic Compost / General,Sprinkler,0.0
Mango,Loamy,64,24,87,6.6,28,62,28,17,Organic Compost / General,Drip,33.0
Apple,Clay Loam,51,58,115,6.1,35,56,85,111,Urea,Drip,0.0
Kidneybeans,Sandy Loam,0,12,18,5.9,27,66,34,78,DAP,Sprinkler,0.0
Kidneybeans,Sandy Loam,12,8,32,5.5,19,52,73,211,DAP,Sprinkler,0.0
Kidneybeans,Sandy Loam,27,39,24,6.4,15,44,47,224,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,31,56,70,6.0,17,81,33,31,Organic Compost / General,Sprinkler,0.0
Kidneybeans,Sandy Loam,18,30,30,5.3,18,78,54,203,Organic Compost / General,Sprinkler,0.0
Maize,Sandy Loam,110,91,31,6.1,16,36,77,174,Organic Compost / General,Furrow,0.0
Maize,Sandy Loam,107,66,80,6.8,26,82,43,50,Organic Compost / General,Furrow,0.0
Cotton,Black,83,46,43,8.1,15,90,35,20,Organic Compost / General,Drip,22.5
Lentil,Loamy,0,39,51,6.7,27,59,95,128,Organic Compost / General,Sprinkler,0.0
Maize,Sandy Loam,154,41,18,6.2,22,42,92,200,MOP,Furrow,0.0
Papaya,Loamy,64,53,56,6.0,28,39,90,236,Organic Compost / General,Drip,0.0
Lentil,Loamy,0,14,33,6.7,28,77,31,226,DAP,Sprinkler,0.0
Coconut,Red,120,31,161,5.9,15,80,59,139,Organic Compost / General,Basin,0.0
Rice,Clay,84,48,54,6.8,21,37,64,0,Organic Compost / General,Flood,31.5
Orange,Black,103,34,101,7.6,28,53,77,249,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,59,20,125,7.9,17,84,35,21,Ammonium Sulphate,Drip,5.7
Apple,Clay Loam,85,37,130,5.5,22,79,47,60,Organic Compost / General,Drip,0.0
Lentil,Loamy,14,39,45,6.4,37,42,91,4,Organic Compost / General,Sprinkler,0.0
Coconut,Red,111,40,117,5.5,19,61,65,90,MOP,Basin,0.0
Cotton,Black,86,70,93,7.3,15,48,21,17,Organic Compost / General,Drip,43.5
Maize,Sandy Loam,137,18,57,6.4,22,58,63,73,DAP,Furrow,0.0
Chickpea,Loamy,0,50,29,5.7,23,77,71,56,Organic Compost / General,Sprinkler,0.0
Mango,Loamy,82,42,75,5.6,34,60,74,62,Organic Compost / General,Drip,0.0
Banana,Clay,105,63,205,7.7,17,32,47,242,Urea,Drip,0.0
Pomegranate,Sandy,55,53,105,7.4,36,66,69,91,Organic Compost / General,Drip,0.0
Lentil,Loamy,0,13,24,6.2,26,67,45,212,DAP,Sprinkler,0.0
Rice,Clay,66,58,43,5.5,16,70,48,160,Organic Compost / General,Flood,0.0
Jute,Clay,51,36,32,5.6,27,63,42,215,Organic Compost / General,Flood,0.0
Mango,Loamy,99,24,106,5.8,32,30,85,218,Organic Compost / General,Drip,0.0
Jute,Clay,47,46,1,7.4,30,66,69,90,MOP,Flood,0.0
Chickpea,Loamy,0,42,45,7.5,37,57,32,4,Organic Compost / General,Sprinkler,12.0
Chickpea,Loamy,0,83,45,5.7,35,57,30,0,Organic Compost / General,Sprinkler,15.0
Grapes,Sandy Loam,40,43,114,7.1,19,33,82,212,MOP,Drip,0.0
Kidneybeans,Sandy Loam,18,59,36,6.1,28,74,54,233,Organic Compost / General,Sprinkler,0.0
Pigeonpeas,Loamy,19,51,2,5.6,26,87,91,121,Organic Compost / General,Drip,0.0
Orange,Black,73,34,89,7.9,26,43,67,52,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,0,46,29,5.5,23,65,75,1,Organic Compost / General,Sprinkler,0.0
Mango,Loamy,48,33,40,5.3,18,41,77,183,Urea,Drip,0.0
Rice,Clay,43,15,54,6.4,34,63,53,114,Urea,Flood,0.0
Blackgram,Loamy,15,20,22,5.8,20,61,41,205,SSP,Furrow,0.0
Pigeonpeas,Loamy,4,44,21,6.8,22,89,60,206,Organic Compost / General,Drip,0.0
Chickpea,Loamy,4,62,37,6.0,26,30,82,4,Organic Compost / General,Sprinkler,0.0
Muskmelon,Sandy Loam,65,47,96,6.9,33,78,89,77,Organic Compost / General,Drip,0.0
Coconut,Red,103,42,144,7.3,21,63,35,96,Organic Compost / General,Basin,0.0
Mango,Loamy,81,26,63,6.7,27,84,22,202,MOP,Drip,0.0
Apple,Clay Loam,57,33,63,5.9,30,81,67,88,Urea,Drip,0.0
Maize,Sandy Loam,83,84,35,6.9,22,40,21,200,Organic Compost / General,Furrow,0.0
Rice,Clay,67,48,52,5.8,35,59,63,148,Organic Compost / General,Flood,0.0
Apple,Clay Loam,86,39,67,6.5,36,54,29,92,MOP,Drip,0.0
Cotton,Black,115,19,54,7.2,24,76,26,178,DAP,Drip,0.0
Cotton,Black,104,54,60,8.4,22,87,40,27,Organic Compost / General,Drip,0.0
Apple,Clay Loam,56,42,90,7.2,18,50,33,236,Urea,Drip,0.0
Banana,Clay,133,46,190,7.0,28,59,89,76,SSP,Drip,0.0
Chickpea,Loamy,13,88,60,7.2,27,40,22,45,Organic Compost / General,Sprinkler,0.0
Muskmelon,Sandy Loam,86,54,69,7.7,24,88,28,63,Organic Compost / General,Drip,0.0
Chickpea,Loamy,0,52,41,6.8,21,85,69,209,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,62,38,56,7.9,31,55,22,24,MOP,Drip,22.8
Apple,Clay Loam,70,51,90,7.3,26,76,35,166,Organic Compost / General,Drip,0.0
Coconut,Red,110,32,137,7.2,31,52,95,149,Organic Compost / General,Basin,0.0
Coconut,Red,118,49,180,5.3,19,30,74,96,Organic Compost / General,Basin,0.0
Pigeonpeas,Loamy,68,48,5,5.9,19,37,85,3,Organic Compost / General,Drip,0.0
Lentil,Loamy,43,34,14,6.0,24,45,85,194,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,31,38,123,6.9,37,34,85,233,Urea,Drip,0.0
Jute,Clay,70,28,22,5.8,20,69,27,201,Organic Compost / General,Flood,0.0
Papaya,Loamy,82,46,108,6.4,32,32,65,51,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,3,30,20,6.3,33,69,69,2,Organic Compost / General,Drip,0.0
Watermelon,Sandy,14,25,59,6.6,17,46,91,6,NPK 10-26-26,Drip,0.0
Chickpea,Loamy,1,72,0,7.8,16,84,86,57,MOP,Sprinkler,0.0
Blackgram,Loamy,0,52,16,6.2,23,88,69,201,Organic Compost / General,Furrow,0.0
Blackgram,Loamy,0,37,11,6.9,35,37,27,86,Organic Compost / General,Furrow,0.0
Mungbean,Sandy Loam,18,52,32,6.6,23,40,39,195,Organic Compost / General,Sprinkler,0.0
Cotton,Black,73,63,15,7.4,15,64,43,111,MOP,Drip,0.0
Banana,Clay,142,49,222,5.8,20,76,37,66,SSP,Drip,0.0
Banana,Clay,163,68,181,5.5,29,32,50,196,Organic Compost / General,Drip,0.0
Rice,Clay,93,25,78,5.1,31,43,51,167,SSP,Flood,0.0
Muskmelon,Sandy Loam,23,41,79,7.0,16,63,79,239,Urea,Drip,0.0
Rice,Clay,111,55,37,6.7,15,88,74,191,Organic Compost / General,Flood,0.0
Kidneybeans,Sandy Loam,11,39,19,6.0,17,41,70,100,Organic Compost / General,Sprinkler,0.0
Cotton,Black,80,25,30,8.5,28,64,35,72,Ammonium Sulphate,Drip,0.0
Pigeonpeas,Loamy,9,48,4,6.2,15,83,63,72,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,107,42,6,6.4,36,41,27,23,MOP,Furrow,31.1
Mothbeans,Sandy,6,18,27,6.0,30,44,55,35,SSP,Drip,0.0
Coconut,Red,122,35,154,7.2,19,81,46,14,Organic Compost / General,Basin,28.5
Mothbeans,Sandy,0,27,3,6.6,25,86,23,211,Organic Compost / General,Drip,0.0
Banana,Clay,104,31,157,7.3,28,55,77,144,NPK 10-26-26,Drip,0.0
Jute,Clay,97,12,0,5.8,23,82,58,196,MOP,Flood,0.0
Banana,Clay,135,55,204,6.7,18,31,80,26,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,53,66,51,5.4,26,89,48,58,Urea,Furrow,0.0
Pigeonpeas,Loamy,51,34,11,7.3,32,89,22,85,SSP,Drip,0.0
Mungbean,Sandy Loam,34,51,0,6.5,21,68,44,164,MOP,Sprinkler,0.0
Coconut,Red,101,22,146,5.3,34,34,78,147,SSP,Basin,0.0
Apple,Clay Loam,98,9,130,6.9,20,49,95,170,DAP,Drip,0.0
Muskmelon,Sandy Loam,80,54,87,5.8,27,80,55,245,Organic Compost / General,Drip,0.0
Lentil,Loamy,0,55,12,5.6,27,33,60,156,Organic Compost / General,Sprinkler,0.0
Cotton,Black,69,44,65,8.0,29,44,76,96,Urea,Drip,0.0
Banana,Clay,144,42,205,7.6,29,34,23,225,SSP,Drip,0.0
Coffee,Red,54,28,73,6.0,20,66,44,58,Urea,Sprinkler,0.0
Muskmelon,Sandy Loam,33,35,60,5.5,18,71,58,131,Urea,Drip,0.0
Grapes,Sandy Loam,51,37,138,5.9,37,35,23,37,Ammonium Sulphate,Drip,18.4
Chickpea,Loamy,0,54,26,5.8,20,58,44,33,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,57,50,93,6.9,16,65,29,134,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,90,23,17,7.2,28,71,24,45,DAP,Furrow,18.0
Muskmelon,Sandy Loam,64,30,67,6.4,25,55,62,142,Organic Compost / General,Drip,0.0
Jute,Clay,98,31,0,6.6,27,70,40,244,MOP,Flood,0.0
Watermelon,Sandy,43,25,52,7.1,36,43,54,247,NPK 10-26-26,Drip,0.0
Apple,Clay Loam,86,44,124,6.1,22,50,40,140,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,33,30,65,7.2,38,50,82,76,Urea,Drip,0.0
Mango,Loamy,77,38,122,5.8,34,86,66,178,Organic Compost / General,Drip,0.0
Blackgram,Loamy,24,43,0,7.6,27,60,33,58,Organic Compost / General,Furrow,0.0
Blackgram,Loamy,6,35,9,7.5,26,54,32,57,Organic Compost / General,Furrow,0.0
Maize,Sandy Loam,121,40,13,6.6,25,34,79,250,MOP,Furrow,0.0
Rice,Clay,52,40,4,6.1,27,35,78,88,Urea,Flood,0.0
Kidneybeans,Sandy Loam,40,48,9,6.3,21,30,41,184,MOP,Sprinkler,0.0
Blackgram,Loamy,43,31,25,7.3,24,84,59,38,Organic Compost / General,Furrow,0.0
Rice,Clay,86,31,38,6.7,33,76,29,89,Organic Compost / General,Flood,12.8
Blackgram,Loamy,0,30,0,7.6,18,38,70,82,Organic Compost / General,Furrow,0.0
Muskmelon,Sandy Loam,59,47,89,6.0,19,76,41,57,Organic Compost / General,Drip,0.0
Banana,Clay,124,65,190,6.3,35,79,60,118,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,16,15,23,5.9,16,84,54,2,DAP,Sprinkler,0.0
Lentil,Loamy,0,48,0,6.8,23,54,85,235,Organic Compost / General,Sprinkler,0.0
Jute,Clay,60,16,52,6.8,30,61,20,229,SSP,Flood,0.0
Coconut,Red,82,31,150,6.7,20,36,88,88,Organic Compost / General,Basin,0.0
Jute,Clay,63,47,58,7.1,25,32,54,223,Organic Compost / General,Flood,0.0
Banana,Clay,122,49,185,5.7,21,60,45,110,Ammonium Sulphate,Drip,0.0
Pomegranate,Sandy,96,63,53,6.5,35,56,23,48,MOP,Drip,2.1
Mothbeans,Sandy,14,51,59,8.2,24,52,95,68,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,0,35,47,7.1,29,32,86,17,Organic Compost / General,Drip,0.0
Orange,Black,78,44,124,7.9,17,64,33,21,Organic Compost / General,Drip,16.2
Apple,Clay Loam,92,58,104,6.8,31,41,87,218,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,14,70,34,6.3,25,89,53,12,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,20,58,36,7.0,35,76,25,151,Organic Compost / General,Sprinkler,0.0
Banana,Clay,132,46,206,6.2,29,54,49,165,SSP,Drip,0.0
Blackgram,Loamy,0,41,29,8.0,24,73,54,136,Organic Compost / General,Furrow,0.0
Pomegranate,Sandy,57,13,83,7.7,23,76,27,73,DAP,Drip,0.0
Apple,Clay Loam,76,64,112,5.9,23,57,68,153,Organic Compost / General,Drip,0.0
Jute,Clay,86,38,18,5.5,37,83,76,48,Organic Compost / General,Flood,0.0
Mothbeans,Sandy,0,1,0,8.5,17,86,64,106,DAP,Drip,0.0
Pomegranate,Sandy,61,12,49,7.8,15,43,24,180,DAP,Drip,0.0
Jute,Clay,21,15,31,6.4,25,90,20,37,Urea,Flood,60.4
Chickpea,Loamy,0,77,15,7.2,27,86,32,219,Organic Compost / General,Sprinkler,0.0
Coffee,Red,73,56,61,5.7,29,40,28,214,Organic Compost / General,Sprinkler,0.0
Rice,Clay,90,33,0,7.3,35,64,66,233,MOP,Flood,0.0
Grapes,Sandy Loam,77,43,143,7.2,15,50,93,238,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,48,57,134,7.8,19,67,47,222,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,59,75,61,6.7,19,33,89,76,MOP,Drip,0.0
Kidneybeans,Sandy Loam,3,51,0,6.8,26,31,81,214,MOP,Sprinkler,0.0
Pomegranate,Sandy,68,61,97,6.2,18,80,32,16,Organic Compost / General,Drip,27.0
Chickpea,Loamy,2,29,6,5.7,35,43,32,128,DAP,Sprinkler,0.0
Maize,Sandy Loam,65,51,60,5.8,37,88,67,245,Urea,Furrow,0.0
Watermelon,Sandy,75,60,77,6.7,28,76,35,81,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,5,29,0,6.1,29,52,79,146,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,80,39,80,5.8,38,60,64,166,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,80,50,167,7.9,32,79,23,67,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,23,49,53,6.8,35,69,30,238,Organic Compost / General,Sprinkler,0.0
Maize,Sandy Loam,82,44,35,7.1,27,38,62,97,Organic Compost / General,Furrow,0.0
Mothbeans,Sandy,27,25,0,7.3,18,73,93,207,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,61,33,59,6.8,22,56,52,83,MOP,Drip,0.0
Rice,Clay,67,37,27,6.8,37,73,53,158,Organic Compost / General,Flood,0.0
Muskmelon,Sandy Loam,42,55,50,7.6,31,40,84,63,Urea,Drip,0.0
Coconut,Red,94,24,140,6.0,20,41,49,21,Ammonium Sulphate,Basin,7.2
Pigeonpeas,Loamy,50,79,14,6.4,27,67,38,35,Organic Compost / General,Drip,0.0
Rice,Clay,115,44,47,6.2,27,79,76,18,Organic Compost / General,Flood,13.5
Pigeonpeas,Loamy,34,54,44,8.0,19,52,89,26,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,46,24,152,7.5,33,73,50,62,DAP,Drip,0.0
Mango,Loamy,74,23,98,7.5,29,58,23,243,Organic Compost / General,Drip,0.0
Papaya,Loamy,100,50,89,6.8,32,53,93,211,Organic Compost / General,Drip,0.0
Mango,Loamy,110,50,96,7.2,35,66,62,53,Organic Compost / General,Drip,0.0
Coconut,Red,100,26,109,5.4,17,76,41,223,MOP,Basin,0.0
Coffee,Red,61,30,49,4.5,32,30,48,20,MOP,Sprinkler,18.0
Blackgram,Loamy,29,7,48,6.4,27,86,80,91,DAP,Furrow,0.0
Blackgram,Loamy,31,43,10,6.1,25,74,61,32,Organic Compost / General,Furrow,0.0
Grapes,Sandy Loam,53,68,136,7.2,22,41,26,240,Organic Compost / General,Drip,0.0
Chickpea,Loamy,23,76,26,7.9,21,71,80,144,Organic Compost / General,Sprinkler,0.0
Mango,Loamy,89,16,75,5.5,34,63,91,244,SSP,Drip,0.0
Coconut,Red,80,45,116,6.0,34,75,37,106,MOP,Basin,0.0
Muskmelon,Sandy Loam,65,32,89,6.2,27,43,30,196,Organic Compost / General,Drip,0.0
Banana,Clay,124,45,189,7.0,38,31,62,22,Ammonium Sulphate,Drip,0.0
Jute,Clay,40,37,21,7.0,27,90,82,210,Organic Compost / General,Flood,0.0
Blackgram,Loamy,0,23,1,7.5,32,59,56,95,Ammonium Sulphate,Furrow,0.0
Jute,Clay,55,22,48,6.7,29,60,68,90,Organic Compost / General,Flood,0.0
Blackgram,Loamy,0,59,28,7.7,16,56,54,66,Organic Compost / General,Furrow,0.0
Coconut,Red,132,41,165,7.2,18,68,31,161,Organic Compost / General,Basin,0.0
Muskmelon,Sandy Loam,90,53,62,7.5,32,31,59,239,Organic Compost / General,Drip,0.0
Chickpea,Loamy,27,64,8,7.2,25,69,62,88,MOP,Sprinkler,0.0
Rice,Clay,93,48,48,6.6,24,36,71,198,Organic Compost / General,Flood,0.0
Papaya,Loamy,72,61,102,7.0,26,31,61,163,Organic Compost / General,Drip,0.0
Rice,Clay,27,48,45,5.7,27,38,57,201,Urea,Flood,0.0
Grapes,Sandy Loam,65,28,139,7.6,23,55,52,212,DAP,Drip,0.0
Coffee,Red,114,38,60,5.0,16,75,65,230,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,0,34,7,6.3,22,73,60,73,MOP,Sprinkler,0.0
Papaya,Loamy,60,40,59,6.3,22,85,87,135,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,12,50,41,6.7,15,82,65,193,Organic Compost / General,Sprinkler,0.0
Apple,Clay Loam,68,72,122,7.0,20,58,61,100,Organic Compost / General,Drip,0.0
Watermelon,Sandy,59,45,62,7.1,32,68,90,175,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,10,55,36,6.5,35,79,22,83,Organic Compost / General,Drip,0.0
Chickpea,Loamy,0,54,18,7.7,30,83,24,22,Organic Compost / General,Sprinkler,6.4
Papaya,Loamy,104,58,89,6.8,37,75,34,29,Organic Compost / General,Drip,15.8
Jute,Clay,59,35,28,6.0,32,38,42,196,Organic Compost / General,Flood,0.0
Muskmelon,Sandy Loam,92,52,67,6.1,18,70,22,110,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,5,49,19,6.4,34,52,81,82,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,8,66,41,5.9,20,65,38,35,Organic Compost / General,Sprinkler,0.0
Muskmelon,Sandy Loam,97,36,50,5.7,17,44,28,18,MOP,Drip,33.0
Apple,Clay Loam,75,25,127,6.1,28,75,77,46,Ammonium Sulphate,Drip,0.0
Coffee,Red,71,39,97,6.0,30,50,82,73,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,38,57,114,6.7,15,54,45,99,Urea,Drip,0.0
Watermelon,Sandy,68,25,74,6.2,28,66,39,190,SSP,Drip,0.0
Apple,Clay Loam,80,56,147,7.2,26,69,65,82,Organic Compost / General,Drip,0.0
Banana,Clay,142,51,175,7.2,28,89,44,216,Organic Compost / General,Drip,0.0
Chickpea,Loamy,18,41,30,7.6,15,38,40,148,Organic Compost / General,Sprinkler,0.0
Watermelon,Sandy,68,58,62,6.2,33,35,93,27,Organic Compost / General,Drip,0.0
Jute,Clay,51,7,30,5.8,32,45,46,7,DAP,Flood,51.0
Banana,Clay,134,58,180,6.9,29,41,34,8,Organic Compost / General,Drip,54.0
Blackgram,Loamy,26,70,26,5.6,21,53,83,161,Organic Compost / General,Furrow,0.0
Coconut,Red,104,27,122,5.1,20,86,60,175,SSP,Basin,0.0
Pigeonpeas,Loamy,43,37,17,6.0,19,62,38,222,SSP,Drip,0.0
Coffee,Red,56,52,93,5.4,33,53,29,82,Urea,Sprinkler,0.0
Mango,Loamy,70,43,95,6.4,38,65,45,96,Organic Compost / General,Drip,0.0
Coffee,Red,69,37,66,5.0,15,30,63,238,Organic Compost / General,Sprinkler,0.0
Cotton,Black,77,37,48,7.7,29,71,68,237,Organic Compost / General,Drip,0.0
Coffee,Red,67,47,62,5.7,27,76,21,68,Organic Compost / General,Sprinkler,4.1
Blackgram,Loamy,10,44,38,6.1,27,34,62,110,Organic Compost / General,Furrow,0.0
Muskmelon,Sandy Loam,96,29,91,7.4,36,76,30,223,SSP,Drip,0.0
Kidneybeans,Sandy Loam,0,27,35,6.4,21,35,77,54,Ammonium Sulphate,Sprinkler,0.0
Maize,Sandy Loam,113,43,28,6.0,33,82,25,156,Organic Compost / General,Furrow,0.0
Apple,Clay Loam,85,50,102,6.6,26,64,82,144,Organic Compost / General,Drip,0.0
Mango,Loamy,41,30,129,7.1,25,46,82,220,Urea,Drip,0.0
Orange,Black,103,30,56,6.7,27,41,30,73,MOP,Drip,0.0
Chickpea,Loamy,11,73,6,6.0,33,32,56,30,MOP,Sprinkler,0.0
Mango,Loamy,70,39,77,6.9,15,90,91,7,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,31,34,109,6.0,23,70,28,190,Urea,Drip,0.0
Maize,Sandy Loam,100,25,12,6.7,33,71,91,24,DAP,Furrow,0.0
Grapes,Sandy Loam,74,45,114,6.1,33,47,84,201,MOP,Drip,0.0
Banana,Clay,135,61,199,6.6,27,73,76,52,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,33,43,34,6.7,18,40,23,209,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,21,37,17,6.2,32,30,72,18,Organic Compost / General,Sprinkler,0.0
Banana,Clay,114,54,185,7.1,29,87,67,235,Organic Compost / General,Drip,0.0
Rice,Clay,70,56,10,5.8,18,79,94,231,MOP,Flood,0.0
Jute,Clay,52,35,21,5.5,26,76,56,172,Organic Compost / General,Flood,0.0
Jute,Clay,48,0,22,6.6,37,35,26,114,DAP,Flood,0.0
Chickpea,Loamy,25,47,16,6.7,33,31,80,132,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,0,65,41,7.0,33,62,89,198,Organic Compost / General,Sprinkler,0.0
Jute,Clay,45,24,16,5.6,32,56,36,62,Organic Compost / General,Flood,16.4
Coconut,Red,112,49,171,6.2,26,66,41,40,Organic Compost / General,Basin,4.0
Chickpea,Loamy,8,71,33,6.5,24,38,93,101,Organic Compost / General,Sprinkler,0.0
Papaya,Loamy,65,57,70,6.2,37,67,74,95,Organic Compost / General,Drip,0.0
Chickpea,Loamy,24,33,6,7.7,26,52,63,13,MOP,Sprinkler,0.0
Papaya,Loamy,96,25,64,6.0,34,55,75,111,DAP,Drip,0.0
Maize,Sandy Loam,112,13,42,5.7,32,63,92,149,DAP,Furrow,0.0
Apple,Clay Loam,94,31,121,6.2,15,86,56,17,Organic Compost / General,Drip,6.0
Rice,Clay,95,24,18,6.4,27,67,36,218,MOP,Flood,0.0
Pigeonpeas,Loamy,7,60,26,8.0,19,31,20,82,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,88,34,67,6.6,16,34,87,117,Ammonium Sulphate,Furrow,0.0
Grapes,Sandy Loam,63,61,148,5.7,15,32,48,89,Organic Compost / General,Drip,0.0
Mango,Loamy,98,17,82,6.7,38,77,76,104,SSP,Drip,0.0
Muskmelon,Sandy Loam,66,21,55,5.6,38,51,35,76,MOP,Drip,0.0
Banana,Clay,117,46,208,6.8,30,68,48,82,Ammonium Sulphate,Drip,0.0
Maize,Sandy Loam,102,54,17,6.0,30,63,86,47,MOP,Furrow,0.0
Watermelon,Sandy,62,52,77,7.3,37,57,47,233,Organic Compost / General,Drip,0.0
Coconut,Red,80,37,133,5.4,30,46,95,148,Organic Compost / General,Basin,0.0
Mango,Loamy,70,40,91,6.8,25,77,87,67,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,76,55,108,7.9,23,82,24,82,Organic Compost / General,Drip,0.0
Rice,Clay,83,29,46,6.5,25,90,72,60,SSP,Flood,0.0
Chickpea,Loamy,0,20,70,7.4,19,86,84,66,DAP,Sprinkler,0.0
Kidneybeans,Sandy Loam,24,47,30,5.5,23,43,69,185,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,34,38,40,7.6,17,64,59,23,Organic Compost / General,Furrow,0.0
Coffee,Red,98,31,69,6.6,24,73,49,230,Organic Compost / General,Sprinkler,0.0
Kidneybeans,Sandy Loam,32,53,43,6.7,34,70,77,52,Organic Compost / General,Sprinkler,0.0
Rice,Clay,101,38,36,6.8,36,85,27,116,Organic Compost / General,Flood,0.0
Kidneybeans,Sandy Loam,3,14,52,6.9,30,54,34,208,DAP,Sprinkler,0.0
Rice,Clay,104,63,0,5.6,20,57,46,100,MOP,Flood,0.0
Blackgram,Loamy,36,41,0,7.7,32,56,77,184,Organic Compost / General,Furrow,0.0
Mango,Loamy,80,11,103,6.4,23,88,74,150,SSP,Drip,0.0
Banana,Clay,120,38,229,5.7,17,88,77,42,DAP,Drip,0.0
Rice,Clay,49,45,56,5.5,34,56,78,97,Urea,Flood,0.0
Pomegranate,Sandy,56,45,78,6.6,32,88,84,201,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,80,54,59,5.5,25,70,41,41,Organic Compost / General,Furrow,0.0
Mungbean,Sandy Loam,7,48,33,7.4,25,62,93,223,Organic Compost / General,Sprinkler,0.0
Rice,Clay,63,21,38,5.5,37,82,47,154,Ammonium Sulphate,Flood,0.0
Grapes,Sandy Loam,66,0,135,5.5,17,63,66,187,DAP,Drip,0.0
Chickpea,Loamy,0,42,15,5.7,17,74,59,21,Organic Compost / General,Sprinkler,0.0
Coffee,Red,59,33,53,5.1,33,73,58,132,Urea,Sprinkler,0.0
Banana,Clay,150,34,177,6.2,16,54,63,242,DAP,Drip,0.0
Orange,Black,110,62,95,7.9,33,79,38,172,Organic Compost / General,Drip,0.0
Mango,Loamy,120,37,76,5.6,30,56,46,1,Organic Compost / General,Drip,6.0
Pomegranate,Sandy,39,21,93,7.0,27,31,26,100,Urea,Drip,0.0
Pomegranate,Sandy,72,25,89,7.3,36,72,46,137,SSP,Drip,0.0
Cotton,Black,75,27,62,6.3,37,76,70,84,Ammonium Sulphate,Drip,0.0
Mango,Loamy,84,11,49,5.5,37,31,93,211,MOP,Drip,0.0
Watermelon,Sandy,84,33,83,6.8,15,90,37,167,Organic Compost / General,Drip,0.0
Coconut,Red,92,43,162,5.3,34,51,77,0,Organic Compost / General,Basin,0.0
Coffee,Red,63,44,51,7.0,15,43,26,215,Organic Compost / General,Sprinkler,0.0
Papaya,Loamy,77,35,44,6.1,37,57,52,108,MOP,Drip,0.0
Cotton,Black,77,24,64,6.1,30,50,48,222,Ammonium Sulphate,Drip,0.0
Mungbean,Sandy Loam,12,51,30,7.6,27,71,89,125,Organic Compost / General,Sprinkler,0.0
Mango,Loamy,98,13,98,5.5,26,36,91,200,SSP,Drip,0.0
Banana,Clay,122,59,192,7.3,22,81,67,151,Organic Compost / General,Drip,0.0
Papaya,Loamy,89,64,39,5.9,19,72,94,132,MOP,Drip,0.0
Apple,Clay Loam,92,32,108,5.9,26,44,38,222,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,9,26,34,6.3,18,33,83,27,Ammonium Sulphate,Sprinkler,0.0
