crop_type,soil_moisture_%,soil_pH,nitrogen_ppm,phosphorus_ppm,potassium_ppm,temperature_C,rainfall_mm,humidity_%,sunlight_hours,row_spacing_cm,plant_spacing_cm,plant_density_per_sqm,pesticide_usage_ml,total_days,NDVI_index,yield_kg_per_ha
soybean,72.7,7.17,61.15,55.15,67.95,34.75,874.05,74.61,7.0,23.95,7.67,54.46,227.92,106,0.514,2270.35
wheat,60.65,5.83,104.6,44.24,62.96,28.05,846.17,73.54,8.89,13.69,5.51,132.56,404.17,134,0.765,3934.44
maize,78.63,7.37,65.12,54.25,95.94,32.18,639.92,65.3,7.12,57.33,22.9,7.62,99.2,105,0.819,7707.53
rice,70.59,6.03,77.99,50.31,33.8,23.62,1034.47,56.44,6.77,14.36,4.67,149.05,360.08,146,0.592,3985.71
cotton,68.42,5.84,69.87,70.08,51.07,26.2,447.49,74.0,5.6,64.78,21.83,7.07,466.77,127,0.826,2416.18
soybean,68.08,7.45,83.75,32.24,44.03,19.29,735.4,75.95,9.22,30.33,10.29,32.03,217.05,124,0.622,1903.22
wheat,53.0,6.75,115.31,73.39,99.75,27.51,1075.43,63.49,5.71,20.86,9.18,52.24,444.93,93,0.61,4005.42
rice,54.65,7.46,83.4,48.4,54.66,27.32,973.03,79.17,6.67,17.41,8.32,69.0,473.16,96,0.638,4439.01
soybean,67.24,6.01,50.19,23.77,86.75,21.51,517.49,58.6,9.47,29.31,9.85,34.64,265.96,148,0.542,2171.61
wheat,83.75,7.06,91.6,68.76,39.05,26.75,850.51,76.45,9.13,12.18,4.75,172.79,162.44,140,0.855,4957.52
rice,65.69,7.03,98.87,47.14,88.92,34.43,852.04,59.87,9.68,23.54,11.05,38.43,368.68,120,0.518,3965.55
cotton,49.62,7.38,85.26,36.22,54.69,34.47,1094.47,80.92,8.79,59.2,18.49,9.14,319.28,109,0.689,2656.72
soybean,58.6,6.27,48.46,78.32,34.27,34.63,864.85,51.35,8.16,32.75,14.84,20.57,240.27,131,0.619,1991.91
rice,76.85,6.61,44.41,49.01,32.8,28.86,607.59,54.67,7.93,15.2,5.6,117.37,491.97,141,0.868,3913.07
wheat,41.29,7.31,53.74,70.04,62.53,18.92,952.45,63.13,9.54,10.0,3.43,291.87,259.92,136,0.591,3867.47
wheat,84.38,7.45,111.22,74.4,78.97,20.26,685.06,52.93,8.74,11.68,5.31,161.27,430.75,103,0.518,3971.05
rice,56.01,6.07,56.82,25.06,69.99,29.38,1128.23,84.83,6.68,25.04,8.7,45.89,369.18,118,0.774,3737.6
cotton,69.95,5.6,108.49,22.58,83.93,33.7,1195.1,76.15,5.63,64.28,19.61,7.94,339.23,137,0.548,2776.07
cotton,55.79,7.42,58.55,63.97,61.03,25.09,451.94,61.01,5.02,58.25,23.25,7.38,460.59,112,0.501,2885.07
soybean,53.7,5.96,105.38,52.59,79.64,25.91,448.37,71.02,9.11,29.43,12.64,26.89,176.37,125,0.613,2147.78
soybean,44.52,6.85,47.71,57.15,68.33,18.7,1015.65,67.99,7.92,26.23,9.08,42.0,376.89,129,0.817,2307.3
rice,86.68,6.88,56.89,38.45,64.97,24.8,696.45,70.16,9.98,18.26,6.71,81.6,36.98,126,0.527,4398.77
soybean,75.21,6.61,85.5,72.63,69.09,25.7,1107.38,75.07,8.35,36.05,13.26,20.91,147.62,93,0.645,1977.89
maize,59.99,5.84,110.7,49.42,94.63,18.89,840.03,51.08,7.75,70.8,35.22,4.01,197.85,113,0.578,6180.94
rice,52.54,6.53,86.32,54.61,51.09,23.12,942.31,54.42,7.44,26.14,8.35,45.81,116.5,105,0.613,4029.05
wheat,89.9,5.83,84.9,21.84,57.74,18.24,804.28,57.14,9.27,19.17,5.99,87.05,40.51,116,0.894,4378.98
wheat,42.45,5.98,60.53,67.34,35.96,21.74,552.9,52.63,9.24,23.24,9.17,46.96,477.31,130,0.622,3891.99
cotton,83.18,5.63,71.35,72.29,32.08,18.05,667.73,51.52,9.49,64.15,23.73,6.57,141.78,113,0.802,2639.43
cotton,54.56,6.44,93.87,63.3,89.46,33.22,936.11,72.02,9.49,59.94,27.93,5.97,339.5,98,0.619,2258.94
soybean,58.77,6.5,96.86,76.52,44.94,26.23,1086.2,81.72,7.47,27.92,10.36,34.57,443.62,142,0.579,1984.25
maize,56.66,6.51,58.95,64.15,62.34,33.91,1178.74,71.27,5.39,55.87,21.1,8.48,181.79,95,0.857,7781.19
wheat,42.37,6.14,54.07,30.72,51.02,25.47,890.87,55.25,9.01,22.0,9.74,46.64,466.61,135,0.52,4660.76
cotton,83.39,5.77,78.21,75.83,44.25,27.92,736.61,52.68,8.4,61.7,25.27,6.42,263.5,112,0.691,2595.38
rice,86.87,6.94,52.61,23.34,31.32,21.23,854.09,63.2,9.92,19.93,7.57,66.25,372.03,119,0.846,3532.98
wheat,59.22,6.59,67.86,49.32,99.4,23.51,1083.99,63.25,7.86,16.52,6.04,100.23,395.02,139,0.81,4322.45
wheat,50.84,6.06,99.65,45.48,63.9,19.86,584.38,64.02,9.77,19.86,7.99,63.03,255.37,135,0.615,4715.78
rice,68.89,5.73,80.02,54.2,94.36,22.06,442.02,72.12,5.28,17.15,8.53,68.36,45.76,135,0.538,4265.79
cotton,49.95,6.5,104.8,35.97,95.51,34.72,903.42,64.75,7.68,57.49,19.92,8.73,223.14,114,0.606,2566.74
cotton,71.35,6.03,53.11,23.24,93.44,25.69,1196.46,82.73,6.3,65.77,32.38,4.7,409.78,95,0.66,2330.65
cotton,83.8,7.13,117.08,67.63,98.75,28.26,700.7,74.41,6.3,58.17,28.41,6.05,198.1,142,0.525,2683.6
maize,74.84,7.48,101.53,31.37,90.82,29.22,786.39,56.88,6.55,58.91,23.54,7.21,297.98,149,0.782,6619.41
cotton,74.73,6.22,52.42,77.82,43.05,18.64,1037.23,75.03,5.64,59.28,19.02,8.87,273.23,105,0.847,2326.76
soybean,68.51,6.87,94.94,55.54,80.26,21.45,1149.98,70.03,6.16,24.37,7.55,54.38,480.01,116,0.643,2032.98
cotton,64.01,6.03,112.23,59.58,93.81,32.52,769.19,70.46,6.58,56.87,23.9,7.36,458.01,109,0.506,2761.05
rice,89.95,5.51,56.37,60.69,61.28,22.92,555.87,83.7,6.83,18.49,8.09,66.84,84.27,104,0.615,3197.28
wheat,72.24,5.97,44.36,73.35,87.6,23.97,716.09,63.47,8.09,14.04,6.32,112.68,468.78,143,0.574,4410.4
wheat,42.73,5.65,100.19,70.2,99.18,19.3,1069.8,78.04,7.25,17.39,7.11,80.92,388.63,133,0.8,4020.84
rice,67.42,6.12,98.37,28.54,52.9,21.22,860.22,75.29,5.36,16.75,7.85,76.02,232.16,128,0.731,3687.64
cotton,79.84,7.42,86.95,41.88,40.64,18.55,931.57,81.38,7.08,67.02,23.45,6.36,438.93,92,0.67,2808.75
wheat,82.32,5.59,111.0,27.31,56.26,20.64,756.46,68.88,6.27,14.36,6.51,106.89,241.09,92,0.721,3656.72
rice,81.99,6.68,50.73,28.75,48.38,23.62,498.15,73.85,5.15,15.27,6.83,95.96,199.39,102,0.626,3424.33
wheat,60.2,7.39,85.14,73.94,59.06,31.15,817.93,59.29,7.64,16.96,5.64,104.64,183.3,91,0.839,3981.18
maize,41.9,6.22,60.93,60.07,57.03,21.54,768.97,59.09,6.44,56.71,18.88,9.34,282.0,108,0.817,6482.27
cotton,77.73,5.91,117.96,22.08,55.7,34.69,761.92,70.11,6.02,63.14,26.53,5.97,433.19,116,0.691,2446.69
cotton,82.96,7.0,80.53,24.25,50.07,20.85,739.3,60.28,6.02,58.77,22.79,7.47,163.61,141,0.846,2290.12
rice,69.9,5.74,96.67,60.23,96.88,33.41,555.23,60.58,8.95,19.87,7.6,66.22,477.41,120,0.654,4064.89
wheat,75.62,5.88,86.98,54.08,51.52,32.48,1036.55,79.01,5.53,19.23,7.25,71.76,264.81,115,0.789,4706.75
maize,82.88,6.03,61.67,68.85,78.23,33.44,1178.76,60.08,5.62,58.53,20.54,8.32,260.96,138,0.52,5781.06
rice,44.6,6.6,68.65,67.37,32.79,31.99,707.67,73.35,8.54,11.78,4.33,196.18,186.13,100,0.635,3741.74
maize,68.88,6.21,47.52,49.62,31.88,32.21,913.91,70.89,6.17,58.06,20.56,8.38,357.01,136,0.791,6486.67
rice,80.13,7.07,61.69,33.94,51.82,33.58,804.3,63.21,6.82,20.54,7.12,68.34,80.3,113,0.508,3941.78
wheat,55.76,6.53,94.18,35.63,89.33,20.87,896.33,60.65,7.65,14.64,6.72,101.65,470.65,102,0.776,4138.22
maize,77.81,6.68,114.63,54.66,41.79,28.08,589.32,82.22,9.8,53.41,24.29,7.71,214.02,120,0.691,6807.44
rice,41.9,7.27,47.25,33.02,57.61,24.17,776.18,54.06,6.76,22.82,7.53,58.24,345.95,92,0.777,3877.75
maize,57.35,6.85,46.55,37.78,33.19,19.09,999.68,77.24,5.94,61.81,27.44,5.9,401.31,139,0.696,6294.14
soybean,89.18,6.02,67.35,31.16,72.74,31.72,688.95,71.73,6.95,26.81,9.32,40.02,362.91,99,0.775,1982.52
wheat,45.43,6.57,73.77,79.5,60.34,23.1,496.11,83.28,7.3,10.0,4.53,220.82,357.65,95,0.748,3560.48
cotton,46.75,6.2,40.99,72.64,42.56,29.98,666.2,69.0,7.0,66.23,22.63,6.67,132.76,137,0.758,2241.45
cotton,56.48,7.38,49.32,46.92,44.66,19.08,724.64,55.61,7.78,64.24,28.92,5.38,438.84,102,0.652,2758.38
wheat,64.26,6.94,80.8,71.71,53.86,26.76,967.18,54.4,6.78,10.0,3.36,297.72,444.88,98,0.555,3479.1
maize,58.15,6.4,69.68,63.74,78.69,34.6,612.13,64.83,9.33,53.56,25.68,7.27,197.38,142,0.521,7812.4
maize,79.28,6.25,98.82,55.38,95.76,34.08,1052.27,56.84,7.46,63.97,30.02,5.21,418.62,128,0.844,7133.15
rice,43.97,7.29,44.17,77.48,33.92,20.12,500.6,60.53,8.19,15.58,5.83,110.06,197.03,90,0.897,3713.69
wheat,76.44,7.37,113.95,76.93,50.08,26.19,958.32,84.17,7.22,16.71,5.78,103.48,376.84,113,0.714,4678.49
cotton,58.11,6.98,92.05,54.6,56.85,21.12,775.97,65.74,9.97,55.9,21.72,8.24,454.06,112,0.821,2323.56
maize,69.62,6.48,106.93,53.99,75.92,26.59,762.91,71.0,7.19,54.68,26.63,6.87,71.36,122,0.558,7091.47
cotton,88.29,7.05,91.1,51.18,99.01,26.24,996.81,75.01,8.41,60.21,28.4,5.85,166.12,144,0.664,2951.3
maize,81.71,6.48,53.05,23.61,64.72,25.79,1112.87,59.87,6.74,56.2,17.86,9.96,128.03,113,0.876,7328.08
rice,70.42,6.91,71.32,23.88,33.76,34.39,683.81,65.46,7.68,28.97,14.21,24.29,51.51,93,0.842,3480.08
rice,61.96,6.22,93.47,36.12,56.4,30.25,1027.58,78.84,8.0,20.93,7.95,60.1,332.59,142,0.793,4480.28
rice,58.16,6.97,106.81,29.1,41.89,27.27,1021.85,83.2,8.98,13.38,6.66,112.17,192.14,126,0.61,3541.9
wheat,42.78,6.15,112.66,75.99,94.25,20.21,820.35,79.56,8.96,13.16,5.1,148.93,23.85,136,0.555,4124.02
rice,71.54,7.04,96.65,49.95,37.73,28.98,440.79,62.12,7.86,22.36,9.79,45.68,122.93,105,0.76,3486.21
cotton,43.97,5.71,92.04,59.29,58.88,26.44,564.23,73.61,5.49,70.01,23.73,6.02,145.4,105,0.857,2590.97
maize,69.1,6.46,60.01,54.11,30.23,34.17,536.95,64.25,6.8,69.86,26.67,5.37,261.42,100,0.502,7861.52
maize,40.21,5.59,113.84,50.35,91.43,32.88,430.98,75.88,6.23,59.6,19.98,8.4,495.89,113,0.601,6954.78
soybean,45.24,6.01,111.25,39.81,60.82,33.81,805.71,54.24,8.7,24.39,10.55,38.88,478.87,91,0.834,1756.28
soybean,71.12,6.79,83.28,25.57,56.66,31.26,1120.9,66.6,8.97,35.83,16.26,17.17,89.28,132,0.541,2012.11
maize,41.99,7.16,68.6,51.94,81.89,25.24,1189.69,68.9,5.38,56.18,20.01,8.89,231.01,118,0.614,5760.87
wheat,45.03,6.08,54.21,78.86,65.49,18.75,1018.85,54.46,7.32,12.19,5.82,140.98,423.85,137,0.872,4870.17
soybean,81.09,6.53,80.04,38.67,68.99,28.84,895.62,56.7,6.13,34.84,15.63,18.36,20.01,102,0.786,1848.91
soybean,45.96,6.57,93.82,39.89,46.88,18.07,442.05,63.08,9.86,21.99,9.47,48.01,462.97,136,0.745,2160.39
maize,85.06,6.69,53.29,35.13,39.97,25.98,651.38,66.59,6.71,57.36,22.26,7.83,312.3,96,0.639,5836.27
wheat,88.08,6.03,79.63,72.99,92.95,23.19,556.0,51.77,5.26,17.23,8.32,69.73,2.95,142,0.777,3978.88
rice,76.6,7.23,87.25,64.3,57.0,27.33,877.88,58.86,9.35,20.34,6.98,70.43,327.02,91,0.789,3547.38
soybean,49.34,7.42,118.41,57.17,60.62,19.18,1111.23,54.0,5.83,27.06,9.55,38.69,257.66,147,0.684,1724.86
soybean,66.58,6.85,104.9,70.31,69.5,22.88,1154.25,80.9,8.11,27.77,8.85,40.68,241.15,95,0.54,1957.35
wheat,66.14,6.81,98.98,41.03,31.57,34.48,856.33,62.25,8.67,18.2,5.73,95.91,373.08,149,0.724,4007.23
soybean,45.57,7.15,61.47,65.51,47.27,25.35,534.79,65.0,9.02,30.03,10.25,32.48,4.87,144,0.628,2040.86
cotton,64.43,7.02,75.7,50.51,49.59,18.16,455.15,66.17,6.75,71.63,30.77,4.54,261.17,126,0.66,2457.4
wheat,79.31,5.81,67.11,56.5,50.3,18.5,459.96,69.99,7.93,13.56,6.69,110.12,275.63,131,0.653,4638.38
maize,66.56,6.95,75.48,76.49,94.47,19.06,517.33,75.38,7.07,48.58,18.97,10.85,16.6,105,0.506,7124.18
rice,80.43,7.48,81.01,24.34,32.75,33.18,601.01,74.78,6.24,24.55,8.63,47.21,208.93,116,0.891,3692.04
cotton,43.58,5.96,73.08,50.39,84.83,22.0,1062.28,63.76,7.41,71.74,28.17,4.95,106.53,107,0.775,2945.01
wheat,80.34,6.96,44.33,26.53,83.97,25.45,681.26,55.04,8.31,20.68,8.54,56.62,107.0,110,0.743,3676.14
soybean,50.97,6.19,60.26,30.43,83.05,32.75,1164.81,66.51,9.08,28.86,9.27,37.39,106.01,93,0.581,1961.19
maize,60.65,6.14,65.9,24.2,50.32,18.0,547.46,84.56,6.75,65.1,21.69,7.08,223.44,116,0.79,6627.27
soybean,59.32,6.21,113.84,41.66,63.81,24.57,707.41,73.44,9.67,28.38,13.64,25.84,74.43,103,0.651,2017.34
cotton,42.19,5.72,87.14,40.1,63.68,25.52,668.89,50.33,5.47,63.6,22.75,6.91,99.92,139,0.748,2511.35
maize,74.3,6.58,72.81,35.77,31.14,20.12,1131.29,53.13,6.22,63.64,27.68,5.68,228.56,103,0.782,7082.71
soybean,70.41,6.86,82.98,54.06,31.69,34.95,631.41,63.78,6.68,27.74,11.89,30.32,247.35,148,0.723,1877.08
soybean,69.53,5.61,83.25,36.42,51.11,26.54,954.03,56.13,6.63,22.2,10.23,44.02,251.36,119,0.829,2195.88
maize,70.72,5.93,86.39,65.37,44.96,25.66,1064.96,75.07,6.57,60.26,26.08,6.36,447.92,146,0.805,6033.51
maize,65.54,5.72,84.41,67.83,89.96,30.77,627.16,54.56,5.52,59.62,19.8,8.47,176.48,117,0.633,7802.47
wheat,59.47,7.37,99.19,77.47,35.31,29.78,533.34,70.03,8.63,10.01,4.7,212.41,46.03,120,0.881,4165.63
soybean,81.91,6.04,94.03,38.95,65.57,30.7,818.21,55.49,6.69,32.17,14.88,20.9,365.61,100,0.809,2226.98
maize,71.95,6.37,82.0,54.0,51.95,19.7,518.37,82.36,6.29,57.55,19.91,8.73,480.13,126,0.681,6534.36
wheat,78.56,6.36,101.23,35.34,49.05,33.41,578.13,61.9,6.55,15.84,5.38,117.37,205.8,149,0.535,3958.21
maize,71.2,7.4,106.57,26.54,39.66,28.51,790.5,57.75,7.13,59.86,19.71,8.48,1.43,114,0.555,6715.49
maize,80.66,5.73,46.14,47.63,57.46,18.43,943.74,52.38,5.61,54.03,24.71,7.49,114.66,141,0.515,7223.54
soybean,63.21,5.57,62.74,50.76,73.9,22.65,677.92,58.31,6.03,25.26,10.82,36.6,51.9,130,0.863,1897.8
wheat,62.11,7.04,114.6,40.37,38.76,31.12,1003.94,53.48,9.66,10.0,4.89,204.44,166.48,110,0.705,3910.58
cotton,84.16,7.11,62.74,26.21,61.38,31.79,1017.9,79.27,9.62,63.19,22.86,6.92,262.94,110,0.898,2856.77
maize,64.69,6.25,108.73,67.06,47.89,24.1,494.54,51.41,8.52,57.72,24.13,7.18,102.72,123,0.81,6612.55
soybean,55.86,7.3,81.26,50.89,66.45,27.97,1179.41,61.52,9.91,38.72,19.23,13.43,495.28,147,0.532,2327.56
cotton,57.77,6.78,106.34,33.94,51.93,28.82,524.04,60.24,7.55,69.33,27.7,5.21,92.84,101,0.504,2636.61
wheat,78.96,6.24,113.67,69.06,44.43,28.49,836.13,76.96,8.8,13.03,4.81,159.42,420.43,119,0.894,3866.25
soybean,83.33,6.61,78.84,69.67,62.93,22.75,572.13,61.3,6.89,27.49,9.56,38.04,63.6,120,0.517,1930.48
soybean,71.83,6.99,60.8,23.84,84.48,28.29,484.98,74.84,9.26,32.43,12.92,23.86,247.81,144,0.737,1905.1
rice,47.16,7.36,72.74,37.16,72.54,30.8,492.95,76.72,5.98,16.43,6.72,90.63,69.26,145,0.66,3422.85
maize,73.51,6.98,87.06,52.09,66.21,27.62,937.34,77.02,8.49,58.76,23.15,7.35,216.03,98,0.801,6831.54
soybean,78.28,5.92,73.68,56.34,94.47,34.31,743.09,83.96,9.21,30.84,9.36,34.65,335.55,110,0.574,2249.6
wheat,74.94,6.01,104.73,53.15,89.27,21.2,824.04,79.36,8.95,10.0,4.94,202.52,63.93,103,0.863,4372.94
cotton,41.61,6.0,103.87,51.67,87.34,19.8,932.25,53.87,9.5,61.29,29.64,5.51,485.46,142,0.716,2929.14
rice,86.59,7.34,60.55,36.34,87.25,29.28,415.01,64.95,9.91,24.5,9.52,42.87,476.04,123,0.899,4559.04
rice,69.81,5.99,117.7,66.62,70.33,19.46,770.09,76.58,7.87,16.52,7.12,84.94,182.22,129,0.558,4347.97
rice,57.31,7.18,107.26,32.74,88.96,24.92,855.8,72.5,7.48,15.98,6.89,90.83,287.91,94,0.605,4147.0
cotton,79.73,6.85,72.55,30.7,56.85,33.11,418.92,55.18,8.65,58.29,18.78,9.14,121.88,121,0.781,2718.74
maize,67.62,5.71,77.6,40.23,87.9,25.23,631.8,65.43,7.88,52.18,16.32,11.74,473.23,124,0.812,6057.99
rice,74.88,6.33,105.59,35.1,73.19,34.74,544.1,81.15,6.68,20.6,8.25,58.86,376.29,107,0.534,3581.37
maize,46.87,6.85,50.02,61.92,89.91,25.57,414.14,66.84,6.22,64.65,27.98,5.53,28.74,133,0.785,7841.15
maize,56.36,6.04,115.69,28.22,41.49,23.89,427.0,59.39,5.87,55.35,22.91,7.89,398.84,115,0.542,6526.14
cotton,46.02,5.99,83.75,34.2,33.29,33.53,502.28,81.87,8.48,68.9,21.7,6.69,205.97,145,0.522,2744.14
rice,62.68,5.98,63.57,34.31,33.73,30.24,451.33,80.98,5.22,21.82,7.91,57.97,46.38,127,0.715,3544.28
rice,77.66,6.41,60.65,27.21,87.36,32.18,1002.62,74.23,9.64,22.47,10.37,42.92,490.19,133,0.646,4653.22
cotton,79.06,7.0,100.13,79.23,55.05,22.56,1095.09,79.93,7.52,63.23,29.8,5.31,217.27,99,0.821,3003.82
soybean,55.33,6.43,57.53,60.22,64.76,34.19,449.32,56.08,9.86,32.2,14.6,21.26,275.61,96,0.784,2348.11
maize,49.31,6.35,103.38,73.29,34.56,32.84,980.43,55.88,6.9,51.54,22.05,8.8,490.58,94,0.655,7680.28
wheat,61.45,6.23,45.63,47.4,68.93,31.42,543.32,75.75,9.62,14.4,5.69,122.11,354.47,124,0.791,3956.53
soybean,43.13,6.38,41.14,78.81,77.65,19.8,1176.44,61.94,9.12,27.86,10.66,33.68,56.99,100,0.885,2253.21
wheat,52.88,6.5,81.49,49.24,42.27,26.12,696.2,54.15,8.99,13.66,5.68,128.8,292.37,142,0.847,4020.91
rice,50.99,7.33,78.31,42.8,57.68,18.2,597.28,66.4,8.34,20.75,7.79,61.81,310.13,144,0.894,4342.55
soybean,79.07,5.76,117.6,20.81,40.4,28.43,1070.13,56.0,8.84,31.79,13.33,23.6,288.0,103,0.513,2048.05
cotton,79.36,7.01,40.57,44.69,93.16,18.88,582.44,78.5,7.45,59.96,28.38,5.88,452.4,112,0.685,2846.85
maize,51.47,6.77,44.4,56.4,89.53,30.59,723.55,77.31,6.91,52.58,20.9,9.1,2.65,130,0.657,7730.23
cotton,88.57,7.33,105.13,57.54,72.01,25.79,846.35,60.29,9.55,65.67,25.18,6.05,212.86,122,0.771,2782.43
rice,68.69,6.74,71.5,58.59,92.8,25.4,1197.84,80.3,7.69,10.0,4.81,207.9,88.96,117,0.859,4218.35
soybean,62.09,6.29,42.58,74.24,51.9,34.94,679.59,65.77,9.38,33.84,10.56,27.99,441.4,110,0.861,2081.69
maize,83.31,6.4,105.68,42.44,80.77,31.59,608.62,70.83,9.43,51.81,16.33,11.82,466.57,90,0.691,6532.63
maize,46.75,7.07,98.72,53.72,58.51,19.91,444.16,72.99,8.95,51.71,25.05,7.72,136.05,142,0.707,6949.44
maize,44.75,6.22,86.07,59.32,40.18,25.08,1093.07,54.79,5.34,66.35,30.37,4.96,185.98,111,0.665,7491.79
rice,72.62,7.2,78.5,37.7,93.08,34.44,906.0,73.9,8.96,19.1,8.24,63.52,403.0,124,0.853,3823.39
maize,58.24,7.03,60.07,77.09,62.02,29.11,1082.42,54.99,8.64,57.64,26.52,6.54,182.97,135,0.86,7006.48
wheat,83.52,6.54,56.56,34.94,70.08,26.9,589.59,52.62,6.11,18.05,6.0,92.29,134.47,118,0.514,4472.38
maize,70.59,6.18,91.39,77.79,31.18,20.15,862.75,77.53,9.64,58.58,24.55,6.95,339.87,149,0.764,6678.94
maize,42.82,7.42,100.27,24.38,72.28,34.55,671.73,75.39,5.74,60.84,22.05,7.45,69.0,133,0.692,6408.04
wheat,86.51,5.85,59.29,51.03,89.2,29.82,588.8,70.47,8.15,13.97,5.84,122.54,73.56,107,0.617,4367.71
rice,68.72,6.45,119.3,67.6,95.68,21.98,615.95,77.65,7.0,29.48,13.64,24.86,99.09,102,0.603,4190.5
maize,62.07,6.3,114.44,71.32,94.85,33.78,1157.63,84.77,7.09,59.46,28.41,5.92,48.85,93,0.822,6800.61
wheat,65.57,5.99,68.45,30.44,53.52,25.07,405.46,80.56,7.2,20.46,8.74,55.91,75.45,129,0.717,4178.65
soybean,70.13,6.55,78.53,44.3,60.28,31.92,551.64,67.94,8.56,30.0,11.78,28.3,459.74,100,0.817,2316.56
maize,52.57,6.47,91.62,49.28,84.09,29.21,584.93,53.86,5.04,57.96,21.26,8.11,125.89,115,0.746,7972.18
soybean,40.12,5.95,83.43,45.1,38.5,23.66,710.05,64.03,7.57,37.16,14.93,18.03,326.72,96,0.803,2039.81
cotton,43.67,5.51,91.19,69.17,78.19,27.11,614.19,81.49,9.1,56.09,25.39,7.02,350.94,145,0.722,3137.0
maize,54.04,6.02,98.52,32.53,63.93,21.47,778.47,80.18,5.76,62.14,18.75,8.58,359.33,147,0.515,7557.23
soybean,63.37,6.17,56.9,22.83,81.37,26.3,1087.88,55.64,5.78,23.46,10.84,39.32,333.01,112,0.744,1992.64
cotton,50.14,5.78,76.09,40.21,59.71,34.63,1083.98,68.55,8.8,55.43,17.12,10.54,342.18,138,0.626,2991.44
maize,85.76,7.06,61.28,57.02,97.9,28.09,1165.46,76.82,6.61,67.57,24.46,6.05,24.16,93,0.82,5821.25
cotton,43.42,5.75,85.9,25.22,63.31,33.5,765.58,73.32,6.1,64.14,28.47,5.48,66.09,146,0.552,2083.44
rice,48.76,5.57,94.88,73.33,69.25,23.95,1030.14,80.07,6.05,12.16,4.29,191.82,298.44,117,0.565,4349.59
rice,63.91,5.7,87.59,48.59,31.46,24.56,995.56,60.66,8.23,20.75,9.95,48.42,117.59,145,0.771,3495.58
rice,67.68,5.62,70.54,76.96,65.3,22.55,413.08,67.55,6.86,26.38,12.99,29.17,159.61,133,0.607,3753.34
maize,73.01,7.5,97.14,36.52,78.91,25.87,843.77,53.05,6.49,57.27,28.19,6.19,11.81,118,0.701,6294.36
soybean,40.77,5.56,51.09,39.66,89.29,23.11,735.75,78.58,9.14,32.64,15.19,20.17,254.14,142,0.864,1827.16
rice,89.49,7.29,56.91,46.82,40.32,32.09,933.18,64.91,9.08,27.25,8.8,41.72,346.83,130,0.567,4004.45
wheat,58.68,5.93,66.36,27.27,84.86,26.86,968.2,79.26,5.02,10.0,4.98,200.7,242.65,130,0.843,5009.66
rice,86.96,7.43,41.89,44.75,41.06,26.28,670.08,56.54,8.29,12.6,4.27,185.96,479.15,120,0.7,3836.53
wheat,44.67,5.67,81.75,64.19,36.27,29.11,1180.17,61.08,8.5,12.22,6.09,134.42,460.37,106,0.551,4994.88
soybean,74.98,7.36,86.3,32.77,44.18,28.91,913.02,57.8,7.36,37.16,12.27,21.93,433.74,99,0.682,2232.19
cotton,86.54,6.53,118.32,37.91,38.01,26.28,571.1,75.03,5.81,67.06,30.53,4.88,376.78,117,0.808,2217.8
cotton,82.21,6.12,70.82,79.82,83.41,23.53,923.26,63.38,6.75,60.48,26.68,6.2,159.16,130,0.512,2452.81
soybean,83.16,6.69,51.17,64.72,31.36,23.84,1096.87,53.37,9.72,29.9,12.67,26.41,7.1,96,0.501,2251.91
rice,58.26,6.27,41.91,32.29,83.82,23.01,932.24,56.22,9.28,13.96,6.89,103.93,267.66,124,0.89,3491.26
soybean,79.01,6.49,110.07,28.55,98.88,34.13,1009.54,61.87,5.42,40.23,16.89,14.72,117.07,115,0.807,1788.61
rice,89.28,6.72,82.9,60.7,83.74,27.53,737.3,66.34,9.03,25.46,12.05,32.59,61.32,147,0.508,4075.75
maize,83.23,7.25,73.9,62.25,43.29,22.36,699.99,77.71,6.18,53.29,22.92,8.19,50.8,133,0.676,7552.48
wheat,83.62,5.66,118.25,42.85,83.73,26.63,456.9,82.75,5.17,20.52,9.01,54.1,172.4,123,0.708,4988.42
cotton,44.46,7.45,83.26,32.53,68.15,21.22,1171.12,57.32,6.25,54.94,20.98,8.68,412.66,133,0.807,2291.11
wheat,50.48,6.14,70.93,61.79,66.71,25.84,1065.47,73.82,7.34,15.32,6.26,104.22,266.67,116,0.572,4503.23
cotton,74.47,6.26,119.99,28.41,74.53,22.18,989.96,74.99,9.06,60.05,27.61,6.03,224.51,141,0.849,2833.17
rice,58.07,7.36,86.78,76.75,86.51,29.22,742.14,72.88,7.57,10.0,3.16,316.96,412.68,95,0.507,4070.71
wheat,71.2,7.42,49.82,27.49,57.24,34.17,1023.87,54.05,6.24,10.0,3.92,254.87,117.66,94,0.872,4021.33
maize,68.49,7.36,83.54,77.73,75.58,24.11,435.82,68.57,9.53,68.41,27.5,5.32,55.16,146,0.861,6839.51
cotton,45.27,6.58,50.01,75.41,31.34,32.51,697.31,54.88,9.35,62.08,24.56,6.56,486.13,127,0.801,2999.72
cotton,68.65,5.82,116.02,63.22,74.41,33.43,960.09,54.19,6.55,62.7,28.32,5.63,427.91,104,0.702,2394.96
wheat,44.44,5.51,42.52,49.68,46.76,23.83,845.21,77.94,5.14,17.35,7.1,81.18,381.64,149,0.555,4741.93
rice,64.35,6.36,93.2,58.79,80.4,34.35,426.26,54.51,8.27,25.55,9.14,42.82,260.45,104,0.799,4156.14
